ref_id,ref,triggered,status,valid,date_eos,plen,created_pclose,created_date,created_size,created_price,created_pricelimit,executed_size,executed_remsize,executed_price,executed_value,executed_comm,executed_pnl,executed_psize,executed_pprice,info_pprice,info_order_group_id,signal,reference_date,reference_timeframe,info_custom_type,hidden,cash,fund_shares,fund_value,BTCUSDT_value,BTCUSDT_position_size,BTCUSDT_position_price,BTCUSDT_position_price_orig,BTCUSDT_position_upclosed,BTCUSDT_position_upopened,size,pannotated,date,BTCUSDT_position_adjbase,executed_date,BTCUSDT_position_updt
2023-11-13 07:30:00+00:00,4,False,Accepted,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,450,37037.4,2023-11-13 07:29:00+00:00,-0.16144035514854793,36883.4,36883.4,0,-0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36878.45761892187,1,Signal11-13.07-29Sell@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36878.46SL36940.40TP36598.40TR36883.40,2023-11-13 04:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D89D69B0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D89D69B0>,
broker:None,
info:AutoOrderedDict([('pprice', 36878.45761892187), ('order_group_id', 1), ('signal', original_index          2023-11-13 07:29:00+00:00
end                     2023-11-15 20:45:00+00:00
limit_price                          36878.457619
stop_loss                                 36940.4
take_profit                               36598.4
trigger_price                             36883.4
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2023-11-13 07:29:00+00:00, 2023-11-13 04:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')",94030.36503337524,1000.0,100.00750045432405,100007.50045432405,0.16144035514854793,36940.4,0.0,0.0,0.16144035514854793,-0.16144035514854793,None,2023-11-13 07:30:00+00:00,,,
2023-11-13 07:30:00+00:00,5,False,Accepted,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,450,37037.4,2023-11-13 07:29:00+00:00,0.16144035514854793,36940.4,36940.4,0,0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36878.45761892187,1,Signal11-13.07-29Sell@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36878.46SL36940.40TP36598.40TR36883.40,2023-11-13 04:45:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8A2FD00>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8A2FD00>,
broker:None,
info:AutoOrderedDict([('pprice', 36878.45761892187), ('order_group_id', 1), ('signal', original_index          2023-11-13 07:29:00+00:00
end                     2023-11-15 20:45:00+00:00
limit_price                          36878.457619
stop_loss                                 36940.4
take_profit                               36598.4
trigger_price                             36883.4
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2023-11-13 07:29:00+00:00, 2023-11-13 04:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')",94030.36503337524,1000.0,100.00750045432405,100007.50045432405,0.16144035514854793,36940.4,0.0,0.0,0.16144035514854793,,None,2023-11-13 07:30:00+00:00,,,
2023-11-13 07:30:00+00:00,6,False,Accepted,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,450,37037.4,2023-11-13 07:29:00+00:00,0.16144035514854793,36598.4,36598.4,0,0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36878.45761892187,1,Signal11-13.07-29Sell@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36878.46SL36940.40TP36598.40TR36883.40,2023-11-13 04:45:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8A2FAF0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8A2FAF0>,
broker:None,
info:AutoOrderedDict([('pprice', 36878.45761892187), ('order_group_id', 1), ('signal', original_index          2023-11-13 07:29:00+00:00
end                     2023-11-15 20:45:00+00:00
limit_price                          36878.457619
stop_loss                                 36940.4
take_profit                               36598.4
trigger_price                             36883.4
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2023-11-13 07:29:00+00:00, 2023-11-13 04:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')",94030.36503337524,1000.0,100.00750045432405,100007.50045432405,0.16144035514854793,36940.4,0.0,0.0,0.16144035514854793,,None,2023-11-13 07:30:00+00:00,,,
2023-11-13 11:11:00+00:00,2,False,Completed,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,397,36849.5,2023-11-13 06:36:00+00:00,-0.16144035514854793,36883.4,36883.4,-0.16144035514854793,0.0,36883.4,5963.67129532942,5.954469195085953,-9.202100243467232,0.0,0.0,36945.34238107813,0,Signal11-13.06-36Buy@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36945.34SL36883.40TP37225.40TR36940.40,2023-11-13 04:45:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8A2F370>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8A2F370>,
broker:None,
info:AutoOrderedDict([('pprice', 36945.34238107813), ('order_group_id', 0), ('signal', original_index          2023-11-13 06:36:00+00:00
end                     2023-11-15 20:45:00+00:00
base_asset_amount                             NaN
limit_price                          36945.342381
stop_loss                                 36883.4
take_profit                               37225.4
trigger_price                             36940.4
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-13 06:36:00+00:00, 2023-11-13 04:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-13 06:36:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')]),
comminfo:[dt:738837.4659722223,size:-0.16144035514854793,price:36883.4,closed:-0.16144035514854793,opened:0,closedvalue:5963.67129532942,openedvalue:0.0,closedcomm:5.954469195085953,openedcomm:0.0,value:5963.67129532942,comm:5.954469195085953,pnl:-9.202100243467232,psize:0.0,pprice:0.0],
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([<backtrader.order.OrderExecutionBit object at 0x000001D4D8A2F610>]),
executed_p1:0,
executed_p2:1,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 06:36:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')",105927.39448515698,1000.0,99.97529846329172,99975.29846329172,-0.16144035514854793,36883.4,0.0,0.0,-0.16144035514854793,-0.16144035514854793,None,2023-11-13 11:11:00+00:00,,,
2023-11-13 11:11:00+00:00,3,False,Canceled,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,397,36849.5,2023-11-13 06:36:00+00:00,-0.16144035514854793,37225.4,37225.4,0,-0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36945.34238107813,0,Signal11-13.06-36Buy@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36945.34SL36883.40TP37225.40TR36940.40,2023-11-13 04:45:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8A11F00>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8A11F00>,
broker:None,
info:AutoOrderedDict([('pprice', 36945.34238107813), ('order_group_id', 0), ('signal', original_index          2023-11-13 06:36:00+00:00
end                     2023-11-15 20:45:00+00:00
base_asset_amount                             NaN
limit_price                          36945.342381
stop_loss                                 36883.4
take_profit                               37225.4
trigger_price                             36940.4
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-13 06:36:00+00:00, 2023-11-13 04:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-13 06:36:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 06:36:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')",105927.39448515698,1000.0,99.97529846329172,99975.29846329172,-0.16144035514854793,36883.4,0.0,0.0,-0.16144035514854793,-0.16144035514854793,None,2023-11-13 11:11:00+00:00,,,
2023-11-13 11:11:00+00:00,4,True,Completed,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,450,37037.4,2023-11-13 07:29:00+00:00,-0.16144035514854793,36883.4,36883.4,-0.16144035514854793,0.0,36883.4,-5954.469195085953,5.954469195085953,0.0,-0.16144035514854793,36883.4,36878.45761892187,1,Signal11-13.07-29Sell@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36878.46SL36940.40TP36598.40TR36883.40,2023-11-13 04:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D89D69B0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D89D69B0>,
broker:None,
info:AutoOrderedDict([('pprice', 36878.45761892187), ('order_group_id', 1), ('signal', original_index          2023-11-13 07:29:00+00:00
end                     2023-11-15 20:45:00+00:00
limit_price                          36878.457619
stop_loss                                 36940.4
take_profit                               36598.4
trigger_price                             36883.4
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2023-11-13 07:29:00+00:00, 2023-11-13 04:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:[dt:738837.4659722223,size:-0.16144035514854793,price:36883.4,closed:0,opened:-0.16144035514854793,closedvalue:0.0,openedvalue:-5954.469195085953,closedcomm:0.0,openedcomm:5.954469195085953,value:-5954.469195085953,comm:5.954469195085953,pnl:0.0,psize:-0.16144035514854793,pprice:36883.4],
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([<backtrader.order.OrderExecutionBit object at 0x000001D4D8BFD660>]),
executed_p1:0,
executed_p2:1,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 07:29:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'sell')",105927.39448515698,1000.0,99.97529846329172,99975.29846329172,-0.16144035514854793,36883.4,0.0,0.0,-0.16144035514854793,-0.16144035514854793,None,2023-11-13 11:11:00+00:00,,,
2023-11-13 11:12:00+00:00,7,False,Submitted,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,671,36868.7,2023-11-13 11:11:00+00:00,0.16144035514854793,36940.4,36940.4,0,0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36945.34238107813,2,Signal11-13.11-11Buy@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36945.34SL36883.40TP37225.40TR36940.40,2023-11-13 04:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8C6EEC0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8C6EEC0>,
broker:None,
info:AutoOrderedDict([('pprice', 36945.34238107813), ('order_group_id', 2), ('signal', original_index          (2023-11-13 06:36:00+00:00, 2023-11-13 04:45:0...
end                                             2023-11-15 20:45:00+00:00
limit_price                                                  36945.342381
stop_loss                                                         36883.4
take_profit                                                       37225.4
trigger_price                                                     36940.4
original_order_id                                                     NaN
stop_loss_order_id                                                    NaN
take_profit_order_id                                                  NaN
order_is_active                                                     False
base_asset_amount                                                     NaN
Name: (2023-11-13 11:11:00+00:00, 2023-11-13 04:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')",105927.39448515698,1000.0,99.97353876342059,99973.5387634206,-0.16144035514854793,36883.4,0.0,0.0,-0.16144035514854793,,,2023-11-13 11:12:00+00:00,,,
2023-11-13 11:12:00+00:00,8,False,Submitted,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,671,36868.7,2023-11-13 11:11:00+00:00,-0.16144035514854793,36883.4,36883.4,0,-0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36945.34238107813,2,Signal11-13.11-11Buy@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36945.34SL36883.40TP37225.40TR36940.40,2023-11-13 04:45:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8BFFCA0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8BFFCA0>,
broker:None,
info:AutoOrderedDict([('pprice', 36945.34238107813), ('order_group_id', 2), ('signal', original_index          (2023-11-13 06:36:00+00:00, 2023-11-13 04:45:0...
end                                             2023-11-15 20:45:00+00:00
limit_price                                                  36945.342381
stop_loss                                                         36883.4
take_profit                                                       37225.4
trigger_price                                                     36940.4
original_order_id                                                     NaN
stop_loss_order_id                                                    NaN
take_profit_order_id                                                  NaN
order_is_active                                                     False
base_asset_amount                                                     NaN
Name: (2023-11-13 11:11:00+00:00, 2023-11-13 04:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')",105927.39448515698,1000.0,99.97353876342059,99973.5387634206,-0.16144035514854793,36883.4,0.0,0.0,-0.16144035514854793,-0.16144035514854793,,2023-11-13 11:12:00+00:00,,,
2023-11-13 11:12:00+00:00,9,False,Submitted,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,671,36868.7,2023-11-13 11:11:00+00:00,-0.16144035514854793,37225.4,37225.4,0,-0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36945.34238107813,2,Signal11-13.11-11Buy@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36945.34SL36883.40TP37225.40TR36940.40,2023-11-13 04:45:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8BFE080>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D4D8BFE080>,
broker:None,
info:AutoOrderedDict([('pprice', 36945.34238107813), ('order_group_id', 2), ('signal', original_index          (2023-11-13 06:36:00+00:00, 2023-11-13 04:45:0...
end                                             2023-11-15 20:45:00+00:00
limit_price                                                  36945.342381
stop_loss                                                         36883.4
take_profit                                                       37225.4
trigger_price                                                     36940.4
original_order_id                                                     NaN
stop_loss_order_id                                                    NaN
take_profit_order_id                                                  NaN
order_is_active                                                     False
base_asset_amount                                                     NaN
Name: (2023-11-13 11:11:00+00:00, 2023-11-13 04:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')",105927.39448515698,1000.0,99.97353876342059,99973.5387634206,-0.16144035514854793,36883.4,0.0,0.0,-0.16144035514854793,-0.16144035514854793,,2023-11-13 11:12:00+00:00,,,
2023-11-13 11:12:00+00:00,7,False,Accepted,2023-11-15 20:45:00+00:00,2023-11-13 23:59:59.999989+00:00,672,36868.7,2023-11-13 11:11:00+00:00,0.16144035514854793,36940.4,36940.4,0,0.16144035514854793,0.0,0.0,0.0,0.0,0,0,36945.34238107813,2,Signal11-13.11-11Buy@11-13.04-45/15minEnd11/15.20:45StopLimitnan@36945.34SL36883.40TP37225.40TR36940.40,2023-11-13 04:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8C6EEC0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D4D8C6EEC0>,
broker:None,
info:AutoOrderedDict([('pprice', 36945.34238107813), ('order_group_id', 2), ('signal', original_index          (2023-11-13 06:36:00+00:00, 2023-11-13 04:45:0...
end                                             2023-11-15 20:45:00+00:00
limit_price                                                  36945.342381
stop_loss                                                         36883.4
take_profit                                                       37225.4
trigger_price                                                     36940.4
original_order_id                                                     NaN
stop_loss_order_id                                                    NaN
take_profit_order_id                                                  NaN
order_is_active                                                     False
base_asset_amount                                                     NaN
Name: (2023-11-13 11:11:00+00:00, 2023-11-13 04:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-13 11:11:00+0000', tz='UTC'), Timestamp('2023-11-13 04:45:00+0000', tz='UTC'), '15min', 'buy')",105927.39448515698,1000.0,99.97353876342059,99973.5387634206,-0.16144035514854793,36883.4,0.0,0.0,-0.16144035514854793,,None,2023-11-13 11:12:00+00:00,,,
